Date,Symbol,High,Low,Open,Close,Volume,Marketcap,DiffDay,Up/Down,Change,MACD,RSI,sma5,sma10
2018-12-15 23:59:59,CRO,0.0198448168568,0.0161499362924,0.0195419431598,0.0172433664486,989709.642797211,0.0,-0.0,0,,0.0,0.0,,
2018-12-16 23:59:59,CRO,0.0174962485077,0.0141272822709,0.0172127069603,0.0153006720049,717174.017781968,0.0,-0.0,0,-12.696791638157185,-0.00015497277613561386,0.0,,
2018-12-17 23:59:59,CRO,0.0167227296371,0.0114866815226,0.0151863887712,0.0144480443353,615622.639000056,15470622.8156846,-0.0,0,-5.901336193417047,-0.00034264000428817915,0.0,,
2018-12-18 23:59:59,CRO,0.0172150480817,0.013552939764,0.014308372879,0.0162596370181,764474.467656781,17855902.7527537,0.0,0,12.538670568540896,-0.00034125348749730264,2.031840631630203,,
2018-12-19 23:59:59,CRO,0.0315087501083,0.0156086511424,0.0160865624574,0.0207902317496,1025195.83098842,23400877.2889336,0.0,0,27.864058259459316,2.513670780036198e-05,7.31747435896952,0.0168083903113,
2018-12-20 23:59:59,CRO,0.0346769764814,0.020721580129,0.0208135285275,0.0324468544943,1591947.69573578,37410186.1178573,0.01,1,56.06778647344455,0.0012417811343737387,14.480931932644893,0.01984908792044,
2018-12-21 23:59:59,CRO,0.0398536142581,0.0317242321866,0.0324717099601,0.0328158652861,2941460.27614868,38734708.5682967,0.0,0,1.1372775498617944,0.002210277986056313,16.108637814954662,0.02335212657668,
2018-12-22 23:59:59,CRO,0.034878083989,0.03158544173,0.0329211178603,0.034737226681,1786517.11129234,41954321.7220295,0.0,0,5.854977091565058,0.0030971544570696542,14.053992067937116,0.027409963045820003,
2018-12-23 23:59:59,CRO,0.0372901703755,0.0300127279046,0.0348229924133,0.0304013134337,1624195.57464558,37550480.7480179,-0.0,0,-14.262256322431199,0.003410820670106663,17.64789227615499,0.03023829832894,
2018-12-24 23:59:59,CRO,0.032311408786,0.0296057219408,0.0303207911296,0.0296057219408,1520019.10018649,37378913.774572,-0.0,0,-2.687289620874221,0.003554234812851824,20.53869876909178,0.032001396367179996,0.02440489333924
2018-12-25 23:59:59,CRO,0.0296940179298,0.0230018985613,0.0296940179298,0.0240294324521,1208818.96050722,30996870.6288506,-0.01,0,-23.20608070879623,0.0031812600103444492,22.912104024508835,0.03031791195874,0.025083499939589998
2018-12-26 23:59:59,CRO,0.0248804762322,0.023274197109,0.0237482733972,0.023710704119,1607556.5284238,31235333.9649841,-0.0,0,-1.3442381613821182,0.0028273639873880214,25.029762216751138,0.02849687972532,0.025924503151
2018-12-27 23:59:59,CRO,0.0239973569628,0.0201605665766,0.0238040894471,0.0203120978282,1177759.1762974,27314670.3671457,-0.0,0,-16.731931480172353,0.0022467604591687312,27.156976858720896,0.02561185395476,0.026510908500290004
2018-12-28 23:59:59,CRO,0.022463353052,0.0174834656827,0.0203472968133,0.0194557561232,1397429.57789217,26696140.2512404,-0.0,0,-4.401482520532088,0.0016979553884081088,29.01249341055086,0.02342274249266,0.0268305204108
2018-12-29 23:59:59,CRO,0.020323684499,0.0194298566252,0.0194722818637,0.0199561298303,1709683.07525021,27929469.3743698,0.0,0,2.5718543341696614,0.0012885458379408646,28.968528330469013,0.021492824070560003,0.026747110218870003
2018-12-30 23:59:59,CRO,0.020955977928,0.0186924583507,0.0199659065849,0.0206327931786,2004684.72174987,29441771.088185,0.0,0,3.390754390025076,0.00100707792917204,62.68739957984101,0.02081349621586,0.025565704087300002
2018-12-31 23:59:59,CRO,0.0219749910745,0.0203787806827,0.0205709019509,0.0203787806827,1600106.77753398,29637633.0933331,-0.0,0,-1.2464558103598238,0.0007548148621825401,58.33726595246333,0.0201471115286,0.02432199562696
2019-01-01 23:59:59,CRO,0.0215707655297,0.0199538488612,0.0203541929135,0.0214664002063,2003417.08781195,31807519.9403851,0.0,0,5.337019621214659,0.0006353326507579186,58.259799870269546,0.02037797200422,0.022994912979490002
